facility_key,facility_id,facility_name,city,country_name,longitude,latitude,first_year,latest_year,reporting_year_count,source_record_count,source_tables,distance_to_oder_hydro_boundary_m,distance_to_oder_hydro_boundary_km,distance_class,nearest_hydro_entity_type,nearest_hydro_source_layer,nearest_hydro_entity_id,nearest_hydro_entity_name,nearest_hydro_dfdd,nearest_hydro_rex,nearest_hydro_strahler,nearest_hydro_mc,nearest_hydro_basin_district,distance_to_major_river_line_m,distance_to_major_river_line_km,nearest_major_river_line_source_layer,nearest_major_river_line_id,nearest_major_river_line_name,distance_to_canal_line_m,distance_to_canal_line_km,nearest_canal_line_source_layer,nearest_canal_line_id,nearest_canal_line_name,distance_to_coastal_polygon_m,distance_to_coastal_polygon_km,nearest_coastal_polygon_source_layer,nearest_coastal_polygon_id,nearest_coastal_polygon_name,feature_ids,sector_codes,sector_names,annex_activities,pollutant_count,pollutants,latest_pollutants,air_release_total,water_release_total,pollutant_transfer_total,waste_transfer_total,waste_treatments,waste_classifications,lcp_feature_value_total,lcp_feature_types,lcp_units,ied_statuses,ied_activity_names,bat_conclusions,wi_cowi_capacity_total
CZ.EEA/CZ01135530.FACILITY,CZ.EEA/CZ01135530.FACILITY,"GEOSAN GROUP a.s., Závod ekologických služeb, Areál laguny Ostramo",Moravská Ostrava a Přívoz,Czechia,18.25170531111111,49.85591341944444,2009,2013,5,5,waste_transfers,506.2179745377221,0.506,100 m - 1 km,major_river_line,River_Net_l,RL36003872,ODRA OD TOKU OPAVA PO TOK OSTRAVICE,BH140,CZ,5.0,1,,506.2179745377221,0.506,River_Net_l,RL36003872,ODRA OD TOKU OPAVA PO TOK OSTRAVICE,6261.118312950215,6.261,Canals_l,CL36022977,,,,,,,,5.0,Waste and wastewater management,5(a),0,,,,,,1437.26,Disposal; Recovery,HW,,,,,,,
CZ.EEA/CZ01136751.FACILITY,CZ.EEA/CZ01136751.FACILITY,technologie - VzS,Ostrava - Vítkovice,Czechia,18.25551667,49.81283611,2009,2009,1,1,waste_transfers,3335.8220088402836,3.336,1-10 km,major_river_line,River_Net_l,RL36003872,ODRA OD TOKU OPAVA PO TOK OSTRAVICE,BH140,CZ,5.0,1,,3335.8220088402836,3.336,River_Net_l,RL36003872,ODRA OD TOKU OPAVA PO TOK OSTRAVICE,9683.209651947016,9.683,Canals_l,CL36022977,,,,,,,,2.0,Production and processing of metals,2(f),0,,,,,,27.53,Recovery,HW,,,,,,,
CZ.EEA/CZ36664530.FACILITY,CZ.EEA/CZ36664530.FACILITY,Koksovna Jan Šverma,Mariánské Hory a Hulváky,Czechia,18.23692213888889,49.83869633888889,2007,2016,9,17,air_releases; pollutant_transfers; waste_transfers,1030.0319638354347,1.03,1-10 km,major_river_line,River_Net_l,RL36003872,ODRA OD TOKU OPAVA PO TOK OSTRAVICE,BH140,CZ,5.0,1,,1030.0319638354347,1.03,River_Net_l,RL36003872,ODRA OD TOKU OPAVA PO TOK OSTRAVICE,6609.807735094799,6.61,Canals_l,CL36022977,,,,,,,,1.0,Energy sector,1(d),12,Carbon dioxide (CO2); Carbon monoxide (CO); Cyanides (as total CN); Fluoranthene; Hydrogen cyanide (HCN); Methane (CH4); Naphthalene; Nitrogen oxides (NOX); Particulate matter (PM10); Phenols (as total C); Polycyclic aromatic hydrocarbons (PAHs); Total nitrogen,Cyanides (as total CN); Fluoranthene; Hydrogen cyanide (HCN); Methane (CH4); Nitrogen oxides (NOX); Phenols (as total C); Polycyclic aromatic hydrocarbons (PAHs); Total nitrogen,263854005.0,,561666.1,150.42,Disposal; Recovery,HW,,,,,,,
CZ.EEA/CZ41267131.FACILITY,CZ.EEA/CZ41267131.FACILITY,"Hayes Lemmerz Autokola, a.s.",Ostrava,Czechia,18.29741837,49.78729497,2007,2010,4,4,waste_transfers,7475.64678002443,7.476,1-10 km,major_river_line,River_Net_l,RL36003872,ODRA OD TOKU OPAVA PO TOK OSTRAVICE,BH140,CZ,5.0,1,,7475.64678002443,7.476,River_Net_l,RL36003872,ODRA OD TOKU OPAVA PO TOK OSTRAVICE,13778.55014703658,13.779,Canals_l,CL36022977,,,,,,,,2.0,Production and processing of metals,2(f),0,,,,,,927.0,Disposal,HW,,,,,,,
CZ.MZP.T803/CZ0001505E.FACILITY,CZ.MZP.T803/CZ0001505E.FACILITY,Ankra Steel - Orlová,Orlová,Czechia,18.419880277778,49.851333055556,2018,2022,5,5,waste_transfers,8651.98491371153,8.652,1-10 km,major_river_line,River_Net_l,RL36004019,ODRA OD OSTRAVICE PO STÁTNÍ HRANICI,BH140,CZ,5.0,1,,8651.98491371153,8.652,River_Net_l,RL36004019,ODRA OD OSTRAVICE PO STÁTNÍ HRANICI,17930.60304541548,17.931,Canals_l,CL36022977,,,,,,,,,,,0,,,,,,23.36,Disposal,HW; NONHW,,,,,,,
CZ.MZP.T803/CZ0020318E.FACILITY,CZ.MZP.T803/CZ0020318E.FACILITY,Bekaert Bohumín s.r.o.,Bohumín,Czechia,18.3418075,49.896153611111,2010,2023,14,26,waste_transfers; pollutant_transfers; ied_installations,1401.1077540494732,1.401,1-10 km,major_river_line,River_Net_l,RL36004068,ODRA OD OSTRAVICE PO STÁTNÍ HRANICI,BH140,CZ/PL,5.0,1,,1401.1077540494732,1.401,River_Net_l,RL36004068,ODRA OD OSTRAVICE PO STÁTNÍ HRANICI,12077.010459642977,12.077,Canals_l,CL36022977,,,,,,,CZ.T/MZPR98EJYPFW.INSTALLATION,2.0,Production and processing of metals,2(c)(iii),2,Lead and compounds (as Pb); Zinc and compounds (as Zn),Lead and compounds (as Pb); Zinc and compounds (as Zn),,,44664.836,35229.74,Disposal; Recovery,HW; NONHW,,,,functional,Processing of ferrous metals: application of protective fused metal coats with an input exceeding 2 tonnes of crude steel per hour.,BATCNOTYETADOPTED; NOBATCAPPLICABLE,
CZ.MZP.T803/CZ0062757E.FACILITY,CZ.MZP.T803/CZ0062757E.FACILITY,MS UTILITIES & SERVICES a.s.,Bohumín,Czechia,18.352965833,49.892473611,2012,2023,12,31,water_releases; waste_transfers; air_releases; ied_installations,2300.208747683345,2.3,1-10 km,major_river_line,River_Net_l,RL36004068,ODRA OD OSTRAVICE PO STÁTNÍ HRANICI,BH140,CZ/PL,5.0,1,,2300.208747683345,2.3,River_Net_l,RL36004068,ODRA OD OSTRAVICE PO STÁTNÍ HRANICI,12830.756809002394,12.831,Canals_l,CL36022977,,,,,,,CZ.T/MZPR98EJQT1V.INSTALLATION,5.0,Waste and wastewater management,5(d),6,Arsenic and compounds (as As); Lead and compounds (as Pb); Nickel and compounds (as Ni); Sulphur oxides (SOX); Total organic carbon(as total C or COD/3) (TOC); Zinc and compounds (as Zn),Zinc and compounds (as Zn),639244.0,59406.55,,24688.95,Disposal; Recovery,HW; NONHW,,,,functional,"Landfills, as defined in Article 2(g) of Council Directive 1999/31/EC of 26 April 1999 on the landfill of waste, receiving more than 10 tonnes of waste per day or with a total capacity exceeding 25,000 tonnes, excluding landfills of inert waste",NOBATCAPPLICABLE,
CZ.MZP.T803/CZ0064603E.FACILITY,CZ.MZP.T803/CZ0064603E.FACILITY,VIADRUS a.s.,Bohumín,Czechia,18.3546047222222,49.8959213888889,2012,2023,12,35,air_releases; waste_transfers; pollutant_transfers; ied_installations,2251.5081877744674,2.252,1-10 km,major_river_line,River_Net_l,RL36004068,ODRA OD OSTRAVICE PO STÁTNÍ HRANICI,BH140,CZ/PL,5.0,1,,2251.5081877744674,2.252,River_Net_l,RL36004068,ODRA OD OSTRAVICE PO STÁTNÍ HRANICI,12986.231449846238,12.986,Canals_l,CL36022977,,,,,,,CZ.T/MZPR98EK7QE1.INSTALLATION,2.0,Production and processing of metals,2(d),2,Carbon monoxide (CO); Zinc and compounds (as Zn),Carbon monoxide (CO),13674646.0,,1407.69,263137.9294,Disposal; Recovery,HW; NONHW,,,,decommissioned; functional,Operation of ferrous metal foundries with a production capacity exceeding 20 tonnes per day,BATCNOTYETADOPTED; NOBATCAPPLICABLE,
CZ.MZP.T803/CZ0077965E.FACILITY,CZ.MZP.T803/CZ0077965E.FACILITY,"The Candy Plus Sweet Factory,s.r.o.",Petřvald,Czechia,18.4034325,49.8400925,2018,2018,1,1,waste_transfers,8435.96190183543,8.436,1-10 km,major_river_line,River_Net_l,RL36004019,ODRA OD OSTRAVICE PO STÁTNÍ HRANICI,BH140,CZ,5.0,1,,8435.96190183543,8.436,River_Net_l,RL36004019,ODRA OD OSTRAVICE PO STÁTNÍ HRANICI,17077.012695131096,17.077,Canals_l,CL36022977,,,,,,,,,,,0,,,,,,2.302,Disposal,HW,,,,,,,
CZ.MZP.T803/CZ01100858.FACILITY,CZ.MZP.T803/CZ01100858.FACILITY,Provozovna Bohumín,Bohumín,Czechia,18.35654595,49.8940997,2018,2022,5,5,waste_transfers,2454.4885204569773,2.454,1-10 km,major_river_line,River_Net_l,RL36004068,ODRA OD OSTRAVICE PO STÁTNÍ HRANICI,BH140,CZ/PL,5.0,1,,2454.4885204569773,2.454,River_Net_l,RL36004068,ODRA OD OSTRAVICE PO STÁTNÍ HRANICI,13103.349406639214,13.103,Canals_l,CL36022977,,,,,,,,,,,0,,,,,,91.309,Disposal,HW; NONHW,,,,,,,
CZ.MZP.T803/CZ01111033.FACILITY,CZ.MZP.T803/CZ01111033.FACILITY,Vypařovací a dezinfekční stanice Bohumín,Bohumín,Czechia,18.34171502,49.8863723,2009,2023,15,21,waste_transfers; ied_installations,1841.6502484058362,1.842,1-10 km,major_river_line,River_Net_l,RL36004019,ODRA OD OSTRAVICE PO STÁTNÍ HRANICI,BH140,CZ,5.0,1,,1841.6502484058362,1.842,River_Net_l,RL36004019,ODRA OD OSTRAVICE PO STÁTNÍ HRANICI,11983.02570752429,11.983,Canals_l,CL36022977,,,,,,,CZ.T/MZPR98EJG6QZ.INSTALLATION,5.0,Waste and wastewater management,5(a),0,,,,,,7095.928,Disposal; Recovery,HW; NONHW,,,,functional,Disposal or recovery of hazardous waste with a capacity exceeding 10 tonnes per day involving one or more of the following activities.,NOBATCAPPLICABLE; WT,
CZ.MZP.T803/CZ01137686.FACILITY,CZ.MZP.T803/CZ01137686.FACILITY,"Jan Hefner - Progres, provozovna Bohumín",Bohumín,Czechia,18.35727229,49.91776071,2018,2022,5,5,waste_transfers,1482.1917918258073,1.482,1-10 km,major_river_line,River_Net_l,RL36004137,ODRA OD GRANICY PAŃSTWA W CHAŁUPKACH DO OLZY,BH140,CZ/PL,5.0,1,,1482.1917918258073,1.482,River_Net_l,RL36004137,ODRA OD GRANICY PAŃSTWA W CHAŁUPKACH DO OLZY,13665.368709544104,13.665,Canals_l,CL36022977,,,,,,,,,,,0,,,,,,175.36700000000002,Disposal,HW; NONHW,,,,,,,
CZ.MZP.T803/CZ01138016.FACILITY,CZ.MZP.T803/CZ01138016.FACILITY,Trestles - provozovna Dětmarovice,Dětmarovice,Czechia,18.45421532,49.89942516,2018,2022,5,5,waste_transfers,8359.687873829984,8.36,1-10 km,major_river_line,River_Net_l,RL36004151,ODRA OD STÁTNÍ HRANICE PO TOK OLŠE,BH140,CZ/PL,5.0,1,,8359.687873829984,8.36,River_Net_l,RL36004151,ODRA OD STÁTNÍ HRANICE PO TOK OLŠE,20140.565251774853,20.141,Canals_l,CL36022977,,,,,,,,,,,0,,,,,,18868.28,Disposal; Recovery,HW; NONHW,,,,,,,
CZ.MZP.T803/CZ01140392.FACILITY,CZ.MZP.T803/CZ01140392.FACILITY,"CEMEX Czech republic, areál EDĚ",Dětmarovice,Czechia,18.46199368,49.91025827,2022,2022,1,1,waste_transfers,8387.954387759946,8.388,1-10 km,major_river_line,River_Net_l,RL36004151,ODRA OD STÁTNÍ HRANICE PO TOK OLŠE,BH140,CZ/PL,5.0,1,,8387.954387759946,8.388,River_Net_l,RL36004151,ODRA OD STÁTNÍ HRANICE PO TOK OLŠE,20839.817229199347,20.84,Canals_l,CL36022977,,,,,,,,,,,0,,,,,,2.9000000000000004,Disposal,HW,,,,,,,
CZ.MZP.T803/CZ01171621.FACILITY,CZ.MZP.T803/CZ01171621.FACILITY,"BAUMIT, spol. s r.o.",Dětmarovice,Czechia,18.45856022,49.9078528,2018,2022,5,10,air_releases; waste_transfers,8249.387876367333,8.249,1-10 km,major_river_line,River_Net_l,RL36004151,ODRA OD STÁTNÍ HRANICE PO TOK OLŠE,BH140,CZ/PL,5.0,1,,8249.387876367333,8.249,River_Net_l,RL36004151,ODRA OD STÁTNÍ HRANICE PO TOK OLŠE,20557.874298655814,20.558,Canals_l,CL36022977,,,,,,,,,,,4,Carbon monoxide (CO); Nitrogen oxides (NOX); Particulate matter (PM10); Sulphur oxides (SOX),Carbon monoxide (CO); Nitrogen oxides (NOX); Particulate matter (PM10); Sulphur oxides (SOX),27318.0,,,2153.3983,Disposal; Recovery,HW; NONHW,,,,,,,
CZ.MZP.T803/CZ0254329E.FACILITY,CZ.MZP.T803/CZ0254329E.FACILITY,Výroba diabolek (tavení Pb nad 4 t/den),Bohumín,Czechia,18.381505,49.903089,2017,2023,7,11,ied_installations; waste_transfers,3862.472099474478,3.862,1-10 km,major_river_line,River_Net_l,RL36004137,ODRA OD GRANICY PAŃSTWA W CHAŁUPKACH DO OLZY,BH140,CZ/PL,5.0,1,,3862.472099474478,3.862,River_Net_l,RL36004137,ODRA OD GRANICY PAŃSTWA W CHAŁUPKACH DO OLZY,15007.060950762516,15.007,Canals_l,CL36022977,,,,,,,CZ.T/MZPJSH93RZDY.INSTALLATION,2.0,Production and processing of metals,2(e)(ii),0,,,,,,142.94,Disposal; Recovery,HW; NONHW,,,,functional,"Processing of non-ferrous metals: melting, including the alloyage, of non-ferrous metals, including recovered products and operation of non-ferrous metal foundries, with a melting capacity exceeding 4 tonnes per day for lead and cadmium or 20 tonnes per day for all other metals.",NFM; NOBATCAPPLICABLE,
CZ.MZP.T803/CZ10000015.FACILITY,CZ.MZP.T803/CZ10000015.FACILITY,ZAŘÍZENÍ NA ZPRACOVÁNÍ ODPADŮ BOHUMÍN,Bohumín,Czechia,18.349991,49.883536,2017,2023,7,8,ied_installations; waste_transfers,2513.4857328241924,2.513,1-10 km,major_river_line,River_Net_l,RL36004019,ODRA OD OSTRAVICE PO STÁTNÍ HRANICI,BH140,CZ,5.0,1,,2513.4857328241924,2.513,River_Net_l,RL36004019,ODRA OD OSTRAVICE PO STÁTNÍ HRANICI,12570.364209527163,12.57,Canals_l,CL36022977,,,,,,,CZ.T/MZPJSH3AX603.INSTALLATION,5.0,Waste and wastewater management,5(a),0,,,,,,12809.47,Disposal,NONHW,,,,functional,Disposal or recovery of hazardous waste with a capacity exceeding 10 tonnes per day involving physico-chemical treatment,NOBATCAPPLICABLE; WT,
CZ.MZP.T803/CZ25055087.FACILITY,CZ.MZP.T803/CZ25055087.FACILITY,ŽDB DRÁTOVNA a.s.,Bohumín,Czechia,18.35610102,49.89280182,2007,2023,17,45,air_releases; water_releases; waste_transfers; pollutant_transfers; ied_installations,2485.2506173060965,2.485,1-10 km,major_river_line,River_Net_l,RL36004068,ODRA OD OSTRAVICE PO STÁTNÍ HRANICI,BH140,CZ/PL,5.0,1,,2485.2506173060965,2.485,River_Net_l,RL36004068,ODRA OD OSTRAVICE PO STÁTNÍ HRANICI,13058.19393975728,13.058,Canals_l,CL36022977,,,,,,,CZ.T/MZPR98EJJGVU.INSTALLATION,2.0,Production and processing of metals,2(f),12,Arsenic and compounds (as As); Carbon monoxide (CO); Chlorides (as total Cl); Copper and compounds (as Cu); Lead and compounds (as Pb); Mercury and compounds (as Hg); Nickel and compounds (as Ni); Nitrogen oxides (NOX); PCDD + PCDF (dioxins + furans) (as Teq); Polycyclic aromatic hydrocarbons (PAHs); Sulphur oxides (SOX); Zinc and compounds (as Zn),Nickel and compounds (as Ni),7599475.10075,10953234.129999999,2630.681,552452.187,Disposal; Recovery,HW; NONHW,,,,functional,Processing of ferrous metals: application of protective fused metal coats with an input exceeding 2 tonnes of crude steel per hour.,BATCNOTYETADOPTED; NOBATCAPPLICABLE,
CZ.MZP.T803/CZ26269297.FACILITY,CZ.MZP.T803/CZ26269297.FACILITY,Elektrárna Dětmarovice,Dětmarovice,Czechia,18.46560372,49.90636847,2007,2023,17,44,air_releases; water_releases; waste_transfers; ied_installations,8780.101159502294,8.78,1-10 km,major_river_line,River_Net_l,RL36004151,ODRA OD STÁTNÍ HRANICE PO TOK OLŠE,BH140,CZ/PL,5.0,1,,8780.101159502294,8.78,River_Net_l,RL36004151,ODRA OD STÁTNÍ HRANICE PO TOK OLŠE,21037.57565813559,21.038,Canals_l,CL36022977,,,,,,,CZ.T/MZPR98EHZL2U.INSTALLATION,1.0,Energy sector,1(c),16,Arsenic and compounds (as As); Cadmium and compounds (as Cd); Carbon dioxide (CO2); Carbon dioxide (CO2) excluding biomass; Chlorine and inorganic compounds (as HCl); Chromium and compounds (as Cr); Fluorides (as total F); Fluorine and inorganic compounds (as HF); Lead and compounds (as Pb); Mercury and compounds (as Hg); Nickel and compounds (as Ni); Nitrogen oxides (NOX); PCDD + PCDF (dioxins + furans) (as Teq); Particulate matter (PM10); Sulphur oxides (SOX); Zinc and compounds (as Zn),Arsenic and compounds (as As); Cadmium and compounds (as Cd); Carbon dioxide (CO2); Carbon dioxide (CO2) excluding biomass; Chromium and compounds (as Cr); Nickel and compounds (as Ni); Nitrogen oxides (NOX); Sulphur oxides (SOX),50244549148.1859,6147.700000000001,,317932.15499999997,Disposal,HW; NONHW,,,,functional,Combustion of fuels in installations with a total rated thermal input of 50 MW or more,LCP; NOBATCAPPLICABLE,
CZ.MZP.T803/CZ28233775.FACILITY,CZ.MZP.T803/CZ28233775.FACILITY,PO LIGHTING CZECH s.r.o. - závod Rychvald,Rychvald,Czechia,18.35018661,49.87084188,2009,2023,15,21,waste_transfers; ied_installations,3381.0925473909365,3.381,1-10 km,major_river_line,River_Net_l,RL36004019,ODRA OD OSTRAVICE PO STÁTNÍ HRANICI,BH140,CZ,5.0,1,,3381.0925473909365,3.381,River_Net_l,RL36004019,ODRA OD OSTRAVICE PO STÁTNÍ HRANICI,12651.78048967078,12.652,Canals_l,CL36022977,,,,,,,CZ.T/MZPR98EJ8RX2.INSTALLATION,9.0,Other activities,9(c),0,,,,,,1025.141,Disposal; Recovery,HW; NONHW,,,,functional,"Surface treatment of substances, objects or products using organic solvents, in particular for dressing, printing, coating, degreasing, waterproofing, sizing, painting, cleaning or impregnating, with an organic solvent consumption capacity of more than 150 kg per hour or more than 200 tonnes per year",NOBATCAPPLICABLE; STS,
